DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
13-Feb-20,EGAD,Eaagads Ltd,8.2,14,11,11,11,10.9,0.1,0.92%,"2,000",-
13-Feb-20,KUKZ,Kakuzi Plc,300,423.5,320,320,320,320,-,-,-,-
13-Feb-20,KAPC,Kapchorua Tea Kenya Plc,59,95,80,81,80.5,81,-0.5,0.62%,400,-
13-Feb-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,-,-,-,-
13-Feb-20,SASN,Sasini Plc,14.8,19.6,16.5,16.5,16.5,16.05,0.45,2.80%,"1,500",-
13-Feb-20,WTK,Williamson Tea Kenya Plc,92,165,130,130,130,130,-,-,-,-
13-Feb-20,CGEN,Car and General (K) Ltd,20,26,22,22,22,22,-,-,-,-
13-Feb-20,ABSA,ABSA Bank Kenya Plc,9,14.2,13,13.5,13.3,13.3,-,-,"3,069,800",-
13-Feb-20,BKG,BK Group Plc,16.4,28,22.4,22.4,22.4,22.4,-,-,-,-
13-Feb-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,14.85,15.4,15.15,15,0.15,1.00%,"750,300",-
13-Feb-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,110,112,110,111,-1,0.90%,"139,600",-
13-Feb-20,EQTY,Equity Group Holdings Plc,30.5,55.5,49.95,51.5,50,50.5,-0.5,0.99%,"6,177,800",-
13-Feb-20,HFCK,HF Group Ltd,3.49,7.9,5.76,5.78,5.78,5.6,0.18,3.21%,"1,300",-
