Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
4-Jun-25,NCBA,NCBA Group Plc,40,100,54,56,54.75,55,-0.25,-0.45%,559400,-
4-Jun-25,SBIC,Stanbic Holdings Plc,125,202.5,152,153,152,152.5,-0.5,-0.33%,1160500,-
4-Jun-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,268,270,268.5,268.25,0.25,0.09%,26200,-
4-Jun-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
4-Jun-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.82,0.9,0.88,0.9,-0.02,-2.22%,99100,-
4-Jun-25,XPRS,Express Kenya Plc,2.8,10,2.9,2.9,2.9,2.9,-,-,-,-
4-Jun-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
4-Jun-25,KQ,Kenya Airways Plc,1.56,9.18,4.5,4.6,4.59,4.5,0.09,2.00%,78500,-
4-Jun-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.42,2.42,2.42,2.56,-0.14,-5.47%,100,-
4-Jun-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.95,1.98,1.95,1.95,-,-,26300,-
4-Jun-25,NMG,Nation Media Group Plc,10.05,15.5,11,11.3,11.3,11.05,0.25,2.26%,58700,-
4-Jun-25,SMER,Sameer Africa Plc,2.11,17,3.02,3.2,3.17,3.07,0.1,3.26%,7200,-
4-Jun-25,SGL,Standard Group Plc,4.5,7.14,5.56,6.2,5.78,6.14,-0.36,-5.86%,600,-
4-Jun-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14.1,14.1,14.1,14.7,-0.6,-4.08%,1000,-
4-Jun-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.23,0.26,0.23,0.25,-0.02,-8.00%,1283100,-
4-Jun-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.65,2.65,2.65,2.66,-0.01,-0.38%,100,-
4-Jun-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
4-Jun-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
4-Jun-25,CRWN,Crown Paints Kenya Plc,29,62,42.05,42.85,42.6,41.4,1.2,2.90%,300,-
4-Jun-25,CABL,East African Cables Plc,0.98,3.27,1.64,1.76,1.76,1.6,0.16,10.00%,52100,-
4-Jun-25,PORT,East African Portland Cement Ltd,24.5,64.25,28.25,31,29.65,28.2,1.45,5.14%,200,-
4-Jun-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.98,5.26,5,5,-,-,4625200,-
4-Jun-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
4-Jun-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
4-Jun-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,8.06,8.64,8.52,8.02,0.5,6.23%,1362600,-
4-Jun-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,22.05,23.5,22.4,23.05,-0.65,-2.82%,400,-
4-Jun-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
4-Jun-25,BRIT,Britam Holdings Plc,5.52,9.4,6.82,7.3,6.98,6.7,0.28,4.18%,182300,-
4-Jun-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.7,2.89,2.71,2.76,-0.05,-1.81%,204900,-
4-Jun-25,JUB,Jubilee Holdings Ltd,162,335.5,219,219,219,219.75,-0.75,-0.34%,200,-
4-Jun-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.71,1.9,1.85,1.83,0.02,1.09%,6271400,-
4-Jun-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.5,11.45,10.5,11.1,-0.6,-5.41%,14850400,-
4-Jun-25,SLAM,Sanlam Kenya Plc,3.9,11,7.2,7.38,7.3,7.38,-0.08,-1.08%,200,-
4-Jun-25,CTUM,Centum Investment Company Plc,9.22,16.75,11.2,11.55,11.4,11.6,-0.2,-1.72%,38300,-
4-Jun-25,HAFR,Home Afrika Ltd,0.33,1.83,0.6,0.64,0.62,0.59,0.03,5.08%,380700,-
4-Jun-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
4-Jun-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.49,3.49,3.49,3.49,-,-,-,-
4-Jun-25,TCL,Trans-Century Plc,0.36,1.78,1.18,1.2,1.19,1.24,-0.05,-4.03%,232400,-
4-Jun-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,7.5,7.94,7.66,7.5,0.16,2.13%,32400,-
4-Jun-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,-,-
4-Jun-25,BOC,BOC Kenya Plc,76,150,83.5,83.5,83.5,80.75,2.75,3.41%,400,-
4-Jun-25,BAT,British American Tobacco Kenya Plc,345,452,345,354,347.75,346.75,1,0.29%,4700,-
4-Jun-25,CARB,Carbacid Investments Plc,16.25,32.2,19,19.2,19.05,19.15,-0.1,-0.52%,3900,-
4-Jun-25,EABL,East African Breweries Ltd,162.25,250,178,183,180,174,6,3.45%,386800,-
4-Jun-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.15,1.2,1.17,1.17,-,-,6800,-
4-Jun-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
4-Jun-25,UNGA,Unga Group Ltd,14.4,28.25,22,23.95,22.85,22,0.85,3.86%,700,-
4-Jun-25,SCOM,Safaricom Plc,14.1,31,20.5,21,20.85,20.45,0.4,1.96%,2466800,-
4-Jun-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
4-Jun-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
4-Jun-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1360.18,1360.18,1360.18,1340.72,19.46,1.45%,-,-
4-Jun-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2193.05,2193.05,2193.05,2180.68,12.37,0.57%,-,-
4-Jun-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3558.42,3558.42,3558.42,3518.92,39.5,1.12%,-,-
4-Jun-25,^NASI,NSE All-Share Index,110.65,192.89,135.36,135.36,135.36,133.71,1.65,1.23%,-,-
4-Jun-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1153.05,1153.05,1153.05,1155.58,-2.53,-0.22%,-,-
4-Jun-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2737.57,2737.57,2737.57,2704.33,33.24,1.23%,-,-
4-Jun-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1823.64,1823.64,1823.64,1801.49,22.15,1.23%,-,-
5-Jun-25,EGAD,Eaagads Ltd,10.8,24.1,12.45,12.45,12.45,12.45,-,-,-,-
5-Jun-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,100,-
5-Jun-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,220,220,220,220,-,-,-,-
5-Jun-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,-,-
5-Jun-25,SASN,Sasini Plc,13.3,20.4,14,15.4,14.85,14,0.85,6.07%,400,-
5-Jun-25,WTK,Williamson Tea Kenya Plc,160,350,205,205.5,205.5,205.5,-,-,2200,-
5-Jun-25,CGEN,Car and General (K) Ltd,19.5,63,22,22,22,20.5,1.5,7.32%,1900,-
5-Jun-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.05,18.4,18.15,18.1,0.05,0.28%,218100,-
5-Jun-25,BKG,BK Group Plc,28.75,43.5,35.75,36.5,36.2,35.75,0.45,1.26%,500,-
5-Jun-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.35,15.85,15.5,15.45,0.05,0.32%,1240600,-
5-Jun-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,72,74,72,72,-,-,103300,-
5-Jun-25,EQTY,Equity Group Holdings Plc,41.2,71,44.2,46,44.95,44.05,0.9,2.04%,546700,-
5-Jun-25,HFCK,HF Group Ltd,3.32,11.4,6.4,7,6.94,6.52,0.42,6.44%,9800,-
5-Jun-25,IMH,I & M Holdings Plc,28,46.2,33.9,34.5,33.95,34,-0.05,-0.15%,60800,-
5-Jun-25,KCB,KCB Group Plc,35,72.5,42.7,43.7,43.35,43,0.35,0.81%,165400,-
5-Jun-25,NCBA,NCBA Group Plc,40,100,54,55,54.75,54.75,-,-,37900,-
5-Jun-25,SBIC,Stanbic Holdings Plc,125,202.5,152,159,153,152,1,0.66%,17300,-
5-Jun-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,267.5,270,269,268.5,0.5,0.19%,31100,-
5-Jun-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
5-Jun-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.83,0.9,0.89,0.88,0.01,1.14%,9900,-
5-Jun-25,XPRS,Express Kenya Plc,2.8,10,2.91,2.92,2.91,2.9,0.01,0.34%,300,-
5-Jun-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
5-Jun-25,KQ,Kenya Airways Plc,1.56,9.18,4.5,4.58,4.53,4.59,-0.06,-1.31%,35600,-
5-Jun-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.42,2.42,2.42,2.42,-,-,-,-
5-Jun-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.85,1.95,1.89,1.95,-0.06,-3.08%,3900,-
5-Jun-25,NMG,Nation Media Group Plc,10.05,15.5,11.35,11.45,11.4,11.3,0.1,0.88%,15400,-
5-Jun-25,SMER,Sameer Africa Plc,2.11,17,3.01,3.47,3.38,3.17,0.21,6.62%,51400,-
5-Jun-25,SGL,Standard Group Plc,4.5,7.14,5.78,5.78,5.78,5.78,-,-,-,-
5-Jun-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14,15.5,14.45,14.1,0.35,2.48%,1700,-
5-Jun-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.25,0.25,0.25,0.23,0.02,8.70%,119900,-
5-Jun-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.65,2.9,2.78,2.65,0.13,4.91%,1400,-
5-Jun-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
5-Jun-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
5-Jun-25,CRWN,Crown Paints Kenya Plc,29,62,42.05,43.5,43.2,42.6,0.6,1.41%,2000,-
5-Jun-25,CABL,East African Cables Plc,0.98,3.27,1.76,1.93,1.82,1.76,0.06,3.41%,115700,-
5-Jun-25,PORT,East African Portland Cement Ltd,24.5,64.25,30,32.5,30.5,29.65,0.85,2.87%,500,-
5-Jun-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.98,5.1,5,5,-,-,6878800,-
5-Jun-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
5-Jun-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
5-Jun-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,8.64,9.1,8.94,8.52,0.42,4.93%,2901200,-
5-Jun-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,23,24,23.35,22.4,0.95,4.24%,1100,-
5-Jun-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
5-Jun-25,BRIT,Britam Holdings Plc,5.52,9.4,6.7,7.2,6.96,6.98,-0.02,-0.29%,6600,-
5-Jun-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.55,2.8,2.73,2.71,0.02,0.74%,40500,-
5-Jun-25,JUB,Jubilee Holdings Ltd,162,335.5,225,229,225,219,6,2.74%,29400,-
5-Jun-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.75,1.9,1.86,1.85,0.01,0.54%,533100,-
5-Jun-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,11,11.55,11.4,10.5,0.9,8.57%,34800,-
5-Jun-25,SLAM,Sanlam Kenya Plc,3.9,11,6.58,7,6.62,7.3,-0.68,-9.32%,42500,-
5-Jun-25,CTUM,Centum Investment Company Plc,9.22,16.75,11.2,11.5,11.3,11.4,-0.1,-0.88%,33900,-
5-Jun-25,HAFR,Home Afrika Ltd,0.33,1.83,0.62,0.68,0.67,0.62,0.05,8.06%,100600,-
5-Jun-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
5-Jun-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.16,3.7,3.29,3.49,-0.2,-5.73%,1700,-
5-Jun-25,TCL,Trans-Century Plc,0.36,1.78,1.17,1.24,1.17,1.19,-0.02,-1.68%,47200,-
5-Jun-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,7.66,7.88,7.86,7.66,0.2,2.61%,2900,-
5-Jun-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,-,-
5-Jun-25,BOC,BOC Kenya Plc,76,150,83.5,85,84,83.5,0.5,0.60%,300,-
5-Jun-25,BAT,British American Tobacco Kenya Plc,345,452,345,349.5,347.5,347.75,-0.25,-0.07%,8400,-
5-Jun-25,CARB,Carbacid Investments Plc,16.25,32.2,19.15,20,19.3,19.05,0.25,1.31%,5400,-
5-Jun-25,EABL,East African Breweries Ltd,162.25,250,179,180,179.75,180,-0.25,-0.14%,2600,-
5-Jun-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.17,1.21,1.2,1.17,0.03,2.56%,53600,-
5-Jun-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
5-Jun-25,UNGA,Unga Group Ltd,14.4,28.25,22.8,22.8,22.8,22.85,-0.05,-0.22%,1000,-
5-Jun-25,SCOM,Safaricom Plc,14.1,31,20.9,21.2,21.05,20.85,0.2,0.96%,1125900,-
5-Jun-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
5-Jun-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
5-Jun-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1371.42,1371.42,1371.42,1360.18,11.24,0.83%,-,-
5-Jun-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2212.08,2212.08,2212.08,2193.05,19.03,0.87%,-,-
5-Jun-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3586.53,3586.53,3586.53,3558.42,28.11,0.79%,-,-
5-Jun-25,^NASI,NSE All-Share Index,110.65,192.89,135.43,135.43,135.43,135.36,0.07,0.05%,-,-
5-Jun-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1155.3,1155.3,1155.3,1153.05,2.25,0.20%,-,-
5-Jun-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2760.24,2760.24,2760.24,2737.57,22.67,0.83%,-,-
5-Jun-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1838.74,1838.74,1838.74,1823.64,15.1,0.83%,-,-
9-Jun-25,EGAD,Eaagads Ltd,10.8,24.1,12.4,12.45,12.45,12.45,-,-,1100,-
9-Jun-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,7500,-
9-Jun-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,220,220,220,220,-,-,-,-
9-Jun-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,-,-
9-Jun-25,SASN,Sasini Plc,13.3,20.4,14.25,16,15.2,14.85,0.35,2.36%,5300,-
9-Jun-25,WTK,Williamson Tea Kenya Plc,160,350,205,205,205,205.5,-0.5,-0.24%,10600,-
9-Jun-25,CGEN,Car and General (K) Ltd,19.5,63,22,22,22,22,-,-,100,-
9-Jun-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.05,18.5,18.3,18.15,0.15,0.83%,92400,-
9-Jun-25,BKG,BK Group Plc,28.75,43.5,34,34,34,36.2,-2.2,-6.08%,900,-
9-Jun-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.4,15.5,15.45,15.5,-0.05,-0.32%,424200,-
9-Jun-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,72,74,72,72,-,-,49300,-
9-Jun-25,EQTY,Equity Group Holdings Plc,41.2,71,42.85,45,44.35,44.95,-0.6,-1.33%,1309700,-
9-Jun-25,HFCK,HF Group Ltd,3.32,11.4,6.4,7,6.54,6.94,-0.4,-5.76%,26900,-
9-Jun-25,IMH,I & M Holdings Plc,28,46.2,33.95,34.95,34,33.95,0.05,0.15%,247400,-
9-Jun-25,KCB,KCB Group Plc,35,72.5,42.7,43.7,43.2,43.35,-0.15,-0.35%,1002700,-
9-Jun-25,NCBA,NCBA Group Plc,40,100,53.25,54.75,54,54.75,-0.75,-1.37%,18600,-
9-Jun-25,SBIC,Stanbic Holdings Plc,125,202.5,152,160,155,153,2,1.31%,737200,-
9-Jun-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,268,270,268.25,269,-0.75,-0.28%,94300,-
9-Jun-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
9-Jun-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.86,0.9,0.88,0.89,-0.01,-1.12%,6700,-
9-Jun-25,XPRS,Express Kenya Plc,2.8,10,2.92,2.92,2.92,2.91,0.01,0.34%,100,-
9-Jun-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
9-Jun-25,KQ,Kenya Airways Plc,1.56,9.18,4.5,4.95,4.59,4.53,0.06,1.32%,180500,-
9-Jun-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.38,2.45,2.42,2.42,-,-,5000,-
9-Jun-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.8,1.99,1.83,1.89,-0.06,-3.17%,49000,-
9-Jun-25,NMG,Nation Media Group Plc,10.05,15.5,10.8,12,11.1,11.4,-0.3,-2.63%,14600,-
9-Jun-25,SMER,Sameer Africa Plc,2.11,17,3.1,3.7,3.65,3.38,0.27,7.99%,34700,-
9-Jun-25,SGL,Standard Group Plc,4.5,7.14,5.78,5.78,5.78,5.78,-,-,100,-
9-Jun-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14,15.4,14.05,14.45,-0.4,-2.77%,10700,-
9-Jun-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.23,0.27,0.25,0.25,-,-,263800,-
9-Jun-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.68,2.79,2.69,2.78,-0.09,-3.24%,35700,-
9-Jun-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
9-Jun-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
9-Jun-25,CRWN,Crown Paints Kenya Plc,29,62,43.2,44.5,43.95,43.2,0.75,1.74%,10500,-
9-Jun-25,CABL,East African Cables Plc,0.98,3.27,1.75,1.99,1.81,1.82,-0.01,-0.55%,38500,-
9-Jun-25,PORT,East African Portland Cement Ltd,24.5,64.25,32.5,32.5,32.5,30.5,2,6.56%,400,-
9-Jun-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.98,5.16,5,5,-,-,15992100,-
9-Jun-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
9-Jun-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
9-Jun-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,8.48,8.98,8.72,8.94,-0.22,-2.46%,1305200,-
9-Jun-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,23,24.6,23.95,23.35,0.6,2.57%,5300,-
9-Jun-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
9-Jun-25,BRIT,Britam Holdings Plc,5.52,9.4,6.96,7.4,7.02,6.96,0.06,0.86%,22100,-
9-Jun-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.8,2.9,2.86,2.73,0.13,4.76%,38700,-
9-Jun-25,JUB,Jubilee Holdings Ltd,162,335.5,223,223,223,225,-2,-0.89%,500,-
9-Jun-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.83,1.9,1.86,1.86,-,-,1405300,-
9-Jun-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.5,12,10.85,11.4,-0.55,-4.82%,409500,-
9-Jun-25,SLAM,Sanlam Kenya Plc,3.9,11,5.96,7,6.4,6.62,-0.22,-3.32%,24400,-
9-Jun-25,CTUM,Centum Investment Company Plc,9.22,16.75,11.3,11.75,11.45,11.3,0.15,1.33%,8200,-
9-Jun-25,HAFR,Home Afrika Ltd,0.33,1.83,0.65,0.73,0.67,0.67,-,-,115300,-
9-Jun-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
9-Jun-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.29,3.29,3.29,3.29,-,-,-,-
9-Jun-25,TCL,Trans-Century Plc,0.36,1.78,1.1,1.25,1.16,1.17,-0.01,-0.85%,49700,-
9-Jun-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,7.5,7.9,7.76,7.86,-0.1,-1.27%,1972400,-
9-Jun-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,100,-
9-Jun-25,BOC,BOC Kenya Plc,76,150,84,86,85.5,84,1.5,1.79%,500,-
9-Jun-25,BAT,British American Tobacco Kenya Plc,345,452,345,350,347.5,347.5,-,-,571900,-
9-Jun-25,CARB,Carbacid Investments Plc,16.25,32.2,19.1,20.2,19.75,19.3,0.45,2.33%,20300,-
9-Jun-25,EABL,East African Breweries Ltd,162.25,250,180,189,180,179.75,0.25,0.14%,1820800,-
9-Jun-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.17,1.19,1.18,1.2,-0.02,-1.67%,10100,-
9-Jun-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
9-Jun-25,UNGA,Unga Group Ltd,14.4,28.25,22,22,22,22.8,-0.8,-3.51%,800,-
9-Jun-25,SCOM,Safaricom Plc,14.1,31,21,21.8,21.3,21.05,0.25,1.19%,21889200,-
9-Jun-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
9-Jun-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
9-Jun-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1371.39,1371.39,1371.39,1371.42,-0.03,-,-,-
9-Jun-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2203.31,2203.31,2203.31,2212.08,-8.77,-0.40%,-,-
9-Jun-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3583.34,3583.34,3583.34,3586.53,-3.19,-0.09%,-,-
9-Jun-25,^NASI,NSE All-Share Index,110.65,192.89,136.74,136.74,136.74,135.43,1.31,0.97%,-,-
9-Jun-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1159.89,1159.89,1159.89,1155.3,4.59,0.40%,-,-
9-Jun-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2760.6,2760.6,2760.6,2760.24,0.36,0.01%,-,-
9-Jun-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1839.69,1839.69,1839.69,1838.74,0.95,0.05%,-,-
10-Jun-25,EGAD,Eaagads Ltd,10.8,24.1,12.4,12.45,12.45,12.45,-,-,600,-
10-Jun-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,-,-
10-Jun-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,220,220,220,220,-,-,1800,-
10-Jun-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,-,-
10-Jun-25,SASN,Sasini Plc,13.3,20.4,15,15.4,15.3,15.2,0.1,0.66%,4600,-
10-Jun-25,WTK,Williamson Tea Kenya Plc,160,350,205,205,205,205,-,-,1900,-
10-Jun-25,CGEN,Car and General (K) Ltd,19.5,63,20,22,20.45,22,-1.55,-7.05%,700,-
10-Jun-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.1,18.8,18.35,18.3,0.05,0.27%,281200,-
10-Jun-25,BKG,BK Group Plc,28.75,43.5,32,36.6,32.05,34,-1.95,-5.74%,250700,-
10-Jun-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.45,15.9,15.6,15.45,0.15,0.97%,202300,-
10-Jun-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,71.25,73.75,72,72,-,-,292000,-
10-Jun-25,EQTY,Equity Group Holdings Plc,41.2,71,44.05,45,44.65,44.35,0.3,0.68%,1047000,-
10-Jun-25,HFCK,HF Group Ltd,3.32,11.4,6.42,6.52,6.48,6.54,-0.06,-0.92%,55500,-
10-Jun-25,IMH,I & M Holdings Plc,28,46.2,33.95,34.5,34,34,-,-,203000,-
10-Jun-25,KCB,KCB Group Plc,35,72.5,43.05,43.5,43.25,43.2,0.05,0.12%,1994100,-
10-Jun-25,NCBA,NCBA Group Plc,40,100,53,54,53.75,54,-0.25,-0.46%,86900,-
10-Jun-25,SBIC,Stanbic Holdings Plc,125,202.5,155,168,162.5,155,7.5,4.84%,5500,-
10-Jun-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,268.75,274,269,268.25,0.75,0.28%,285700,-
10-Jun-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-Jun-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.85,0.9,0.85,0.88,-0.03,-3.41%,201500,-
10-Jun-25,XPRS,Express Kenya Plc,2.8,10,2.95,2.95,2.95,2.92,0.03,1.03%,100,-
10-Jun-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
10-Jun-25,KQ,Kenya Airways Plc,1.56,9.18,4.54,4.86,4.85,4.59,0.26,5.66%,344100,-
10-Jun-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.66,2.66,2.66,2.42,0.24,9.92%,100,-
10-Jun-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.71,1.95,1.84,1.83,0.01,0.55%,20500,-
10-Jun-25,NMG,Nation Media Group Plc,10.05,15.5,11,11.95,11.15,11.1,0.05,0.45%,29600,-
10-Jun-25,SMER,Sameer Africa Plc,2.11,17,3.29,3.82,3.71,3.65,0.06,1.64%,85900,-
10-Jun-25,SGL,Standard Group Plc,4.5,7.14,6,6.28,6.14,5.78,0.36,6.23%,200,-
10-Jun-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14,15.3,14.1,14.05,0.05,0.36%,7300,-
10-Jun-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.23,0.27,0.25,0.25,-,-,216800,-
10-Jun-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.5,2.9,2.57,2.69,-0.12,-4.46%,96500,-
10-Jun-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-Jun-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
