Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
28-May-25,SCOM,Safaricom Plc,14.1,31,20,21,20.6,20,0.6,3.00%,7639700,-
28-May-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
28-May-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
28-May-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1346.65,1346.65,1346.65,1341.1,5.55,0.41%,-,-
28-May-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2174.41,2174.41,2174.41,2164.88,9.53,0.44%,-,-
28-May-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3531.47,3531.47,3531.47,3515.61,15.86,0.45%,-,-
28-May-25,^NASI,NSE All-Share Index,110.65,192.89,134.12,134.12,134.12,132.71,1.41,1.06%,-,-
28-May-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1151.82,1151.82,1151.82,1148.95,2.87,0.25%,-,-
28-May-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2707.84,2707.84,2707.84,2690.79,17.05,0.63%,-,-
28-May-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1803.83,1803.83,1803.83,1793.17,10.66,0.59%,-,-
29-May-25,EGAD,Eaagads Ltd,10.8,24.1,12,12,12,12,-,-,-,-
29-May-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,100,-
29-May-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,205,205,205,205,-,-,1000,-
29-May-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,-,-
29-May-25,SASN,Sasini Plc,13.3,20.4,13.3,14,13.65,14,-0.35,-2.50%,68000,-
29-May-25,WTK,Williamson Tea Kenya Plc,160,350,205,205,205,205.25,-0.25,-0.12%,900,-
29-May-25,CGEN,Car and General (K) Ltd,19.5,63,22,22,22,22,-,-,-,-
29-May-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,17.9,18.6,18,18,-,-,10070200,-
29-May-25,BKG,BK Group Plc,28.75,43.5,35,35,35,35,-,-,-,-
29-May-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.35,16.45,15.5,15.5,-,-,152400,-
29-May-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,72,73,72,72,-,-,62800,-
29-May-25,EQTY,Equity Group Holdings Plc,41.2,71,43.05,43.75,43.4,43.55,-0.15,-0.34%,882900,-
29-May-25,HFCK,HF Group Ltd,3.32,11.4,6.7,6.8,6.72,6.72,-,-,76500,-
29-May-25,IMH,I & M Holdings Plc,28,46.2,33.95,34,34,34,-,-,65600,-
29-May-25,KCB,KCB Group Plc,35,72.5,41.75,42.65,42.25,41.85,0.4,0.96%,168700,-
29-May-25,NCBA,NCBA Group Plc,40,100,54,56,54.25,54,0.25,0.46%,76000,-
29-May-25,SBIC,Stanbic Holdings Plc,125,202.5,151,151.5,151,151,-,-,225000,-
29-May-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,268,278,268.75,270,-1.25,-0.46%,32300,-
29-May-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
29-May-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.86,0.9,0.89,0.9,-0.01,-1.11%,8400,-
29-May-25,XPRS,Express Kenya Plc,2.8,10,3.01,3.3,3.11,3.01,0.1,3.32%,1700,-
29-May-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
29-May-25,KQ,Kenya Airways Plc,1.56,9.18,4.43,4.6,4.5,4.52,-0.02,-0.44%,104400,-
29-May-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.84,2.84,2.84,2.84,-,-,300,-
29-May-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.84,1.95,1.9,1.83,0.07,3.83%,600,-
29-May-25,NMG,Nation Media Group Plc,10.05,15.5,11.4,11.9,11.45,11.45,-,-,11700,-
29-May-25,SMER,Sameer Africa Plc,2.11,17,3.15,3.29,3.21,3.29,-0.08,-2.43%,1000,-
29-May-25,SGL,Standard Group Plc,4.5,7.14,6.2,6.2,6.2,6.2,-,-,-,-
29-May-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14.1,14.1,14.1,14.3,-0.2,-1.40%,200,-
29-May-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.27,0.3,0.28,0.3,-0.02,-6.67%,795100,-
29-May-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.63,2.9,2.66,2.67,-0.01,-0.37%,2200,-
29-May-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
29-May-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
29-May-25,CRWN,Crown Paints Kenya Plc,29,62,37.35,39,38.7,37.35,1.35,3.61%,6100,-
29-May-25,CABL,East African Cables Plc,0.98,3.27,1.55,1.71,1.62,1.72,-0.1,-5.81%,328700,-
29-May-25,PORT,East African Portland Cement Ltd,24.5,64.25,30,30,30,32.55,-2.55,-7.83%,1600,-
29-May-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.89,4.95,4.93,4.91,0.02,0.41%,1431000,-
29-May-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
29-May-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
29-May-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,7.6,8.08,7.66,7.58,0.08,1.06%,6041200,-
29-May-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,23,24.45,23,23.1,-0.1,-0.43%,70700,-
29-May-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
29-May-25,BRIT,Britam Holdings Plc,5.52,9.4,6.7,7.3,6.98,7,-0.02,-0.29%,17600,-
29-May-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.7,2.84,2.72,2.72,-,-,120600,-
29-May-25,JUB,Jubilee Holdings Ltd,162,335.5,228,228,228,231.25,-3.25,-1.41%,100,-
29-May-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.71,1.78,1.76,1.75,0.01,0.57%,1750100,-
29-May-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,11,11.5,11.15,11.35,-0.2,-1.76%,32000,-
29-May-25,SLAM,Sanlam Kenya Plc,3.9,11,6,7,6.84,6.4,0.44,6.88%,600,-
29-May-25,CTUM,Centum Investment Company Plc,9.22,16.75,11.7,11.9,11.8,11.6,0.2,1.72%,29000,-
29-May-25,HAFR,Home Afrika Ltd,0.33,1.83,0.56,0.61,0.58,0.56,0.02,3.57%,91900,-
29-May-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
29-May-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.83,3.83,3.83,3.83,-,-,-,-
29-May-25,TCL,Trans-Century Plc,0.36,1.78,1.18,1.3,1.29,1.22,0.07,5.74%,622700,-
29-May-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,7,7.42,7.36,7.14,0.22,3.08%,3500,-
29-May-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,-,-
29-May-25,BOC,BOC Kenya Plc,76,150,90,90,90,83.75,6.25,7.46%,300,-
29-May-25,BAT,British American Tobacco Kenya Plc,345,452,345,349.75,347.25,349.25,-2,-0.57%,24700,-
29-May-25,CARB,Carbacid Investments Plc,16.25,32.2,19.2,19.35,19.25,19.3,-0.05,-0.26%,15200,-
29-May-25,EABL,East African Breweries Ltd,162.25,250,183,184,183,180,3,1.67%,3300,-
29-May-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.17,1.2,1.17,1.21,-0.04,-3.31%,41200,-
29-May-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
29-May-25,UNGA,Unga Group Ltd,14.4,28.25,22,22,22,20.05,1.95,9.73%,500,-
29-May-25,SCOM,Safaricom Plc,14.1,31,20.5,20.8,20.65,20.6,0.05,0.24%,7750700,-
29-May-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
29-May-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
29-May-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1352.26,1352.26,1352.26,1346.65,5.61,0.42%,-,-
29-May-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2180.26,2180.26,2180.26,2174.41,5.85,0.27%,-,-
29-May-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3541.69,3541.69,3541.69,3531.47,10.22,0.29%,-,-
29-May-25,^NASI,NSE All-Share Index,110.65,192.89,134.45,134.45,134.45,134.12,0.33,0.25%,-,-
29-May-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1151.22,1151.22,1151.22,1151.82,-0.6,-0.05%,-,-
29-May-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2716.87,2716.87,2716.87,2707.84,9.03,0.33%,-,-
29-May-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1809.84,1809.84,1809.84,1803.83,6.01,0.33%,-,-
30-May-25,EGAD,Eaagads Ltd,10.8,24.1,12,12,12,12,-,-,16500,-
30-May-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,-,-
30-May-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,200.5,205,204.75,205,-0.25,-0.12%,5000,-
30-May-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,100,-
30-May-25,SASN,Sasini Plc,13.3,20.4,13.65,14,13.75,13.65,0.1,0.73%,4100,-
30-May-25,WTK,Williamson Tea Kenya Plc,160,350,200,208,200.5,205,-4.5,-2.20%,3500,-
30-May-25,CGEN,Car and General (K) Ltd,19.5,63,22,22,22,22,-,-,-,-
30-May-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.2,18.35,18.3,18,0.3,1.67%,184900,-
30-May-25,BKG,BK Group Plc,28.75,43.5,35,35,35,35,-,-,500,-
30-May-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.4,15.8,15.5,15.5,-,-,194300,-
30-May-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,71.75,73.75,72,72,-,-,357700,-
30-May-25,EQTY,Equity Group Holdings Plc,41.2,71,42.6,43.5,43.05,43.4,-0.35,-0.81%,268800,-
30-May-25,HFCK,HF Group Ltd,3.32,11.4,6.48,7,6.64,6.72,-0.08,-1.19%,93100,-
30-May-25,IMH,I & M Holdings Plc,28,46.2,33.9,34,34,34,-,-,187200,-
30-May-25,KCB,KCB Group Plc,35,72.5,42,42.5,42.1,42.25,-0.15,-0.36%,802500,-
30-May-25,NCBA,NCBA Group Plc,40,100,54,55,54.5,54.25,0.25,0.46%,205000,-
30-May-25,SBIC,Stanbic Holdings Plc,125,202.5,152,154,152.75,151,1.75,1.16%,800,-
30-May-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,266.5,270,268.5,268.75,-0.25,-0.09%,28100,-
30-May-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
30-May-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.86,0.9,0.86,0.89,-0.03,-3.37%,10700,-
30-May-25,XPRS,Express Kenya Plc,2.8,10,3.11,3.11,3.11,3.11,-,-,100,-
30-May-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
30-May-25,KQ,Kenya Airways Plc,1.56,9.18,4.44,4.55,4.54,4.5,0.04,0.89%,245000,-
30-May-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.56,2.56,2.56,2.84,-0.28,-9.86%,100,-
30-May-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.81,1.95,1.91,1.9,0.01,0.53%,3300,-
30-May-25,NMG,Nation Media Group Plc,10.05,15.5,10.8,11.9,11.45,11.45,-,-,9900,-
30-May-25,SMER,Sameer Africa Plc,2.11,17,3,3.29,3.01,3.21,-0.2,-6.23%,16700,-
30-May-25,SGL,Standard Group Plc,4.5,7.14,6.24,6.24,6.24,6.2,0.04,0.65%,100,-
30-May-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14.1,14.1,14.1,14.1,-,-,-,-
30-May-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.26,0.29,0.26,0.28,-0.02,-7.14%,395800,-
30-May-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.65,2.9,2.68,2.66,0.02,0.75%,3100,-
30-May-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
30-May-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
30-May-25,CRWN,Crown Paints Kenya Plc,29,62,39,41,40,38.7,1.3,3.36%,200,-
30-May-25,CABL,East African Cables Plc,0.98,3.27,1.46,1.64,1.49,1.62,-0.13,-8.02%,611500,-
30-May-25,PORT,East African Portland Cement Ltd,24.5,64.25,28,28,28,30,-2,-6.67%,100,-
30-May-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.9,5,4.95,4.93,0.02,0.41%,844700,-
30-May-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
30-May-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
30-May-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,7.68,7.9,7.84,7.66,0.18,2.35%,1293500,-
30-May-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,24,24.45,24.35,23,1.35,5.87%,3000,-
30-May-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
30-May-25,BRIT,Britam Holdings Plc,5.52,9.4,6.64,6.98,6.7,6.98,-0.28,-4.01%,221300,-
30-May-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.6,2.72,2.71,2.72,-0.01,-0.37%,116700,-
30-May-25,JUB,Jubilee Holdings Ltd,162,335.5,220,230,227,228,-1,-0.44%,400,-
30-May-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.74,1.93,1.85,1.76,0.09,5.11%,6676700,-
30-May-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,11.2,11.95,11.55,11.15,0.4,3.59%,45700,-
30-May-25,SLAM,Sanlam Kenya Plc,3.9,11,7,7.3,7.04,6.84,0.2,2.92%,900,-
30-May-25,CTUM,Centum Investment Company Plc,9.22,16.75,11.75,11.9,11.8,11.8,-,-,21800,-
30-May-25,HAFR,Home Afrika Ltd,0.33,1.83,0.59,0.63,0.62,0.58,0.04,6.90%,328600,-
30-May-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
30-May-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.83,3.83,3.83,3.83,-,-,100,-
30-May-25,TCL,Trans-Century Plc,0.36,1.78,1.2,1.29,1.22,1.29,-0.07,-5.43%,154900,-
30-May-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.9,7.4,6.92,7.36,-0.44,-5.98%,18400,-
30-May-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,-,-
30-May-25,BOC,BOC Kenya Plc,76,150,81,93,83.5,90,-6.5,-7.22%,1700,-
30-May-25,BAT,British American Tobacco Kenya Plc,345,452,345,350,346.75,347.25,-0.5,-0.14%,13200,-
30-May-25,CARB,Carbacid Investments Plc,16.25,32.2,19.1,19.7,19.5,19.25,0.25,1.30%,2422500,-
30-May-25,EABL,East African Breweries Ltd,162.25,250,178,183,179.5,183,-3.5,-1.91%,10700,-
30-May-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.15,1.19,1.18,1.17,0.01,0.85%,19600,-
30-May-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
30-May-25,UNGA,Unga Group Ltd,14.4,28.25,22,22,22,22,-,-,-,-
30-May-25,SCOM,Safaricom Plc,14.1,31,20.2,20.8,20.6,20.65,-0.05,-0.24%,3028900,-
30-May-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
30-May-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
30-May-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1348.15,1348.15,1348.15,1352.26,-4.11,-0.30%,-,-
30-May-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2183.46,2183.46,2183.46,2180.26,3.2,0.15%,-,-
30-May-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3535.41,3535.41,3535.41,3541.69,-6.28,-0.18%,-,-
30-May-25,^NASI,NSE All-Share Index,110.65,192.89,134.21,134.21,134.21,134.45,-0.24,-0.18%,-,-
30-May-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2707.56,2707.56,2707.56,2716.87,-9.31,-0.34%,-,-
30-May-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1804.34,1804.34,1804.34,1809.84,-5.5,-0.30%,-,-
3-Jun-25,EGAD,Eaagads Ltd,10.8,24.1,12.45,12.45,12.45,12,0.45,3.75%,300,-
3-Jun-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,-,-
3-Jun-25,KAPC,Kapchorua Tea Kenya Plc,200,424.25,215,225,221.75,204.75,17,8.30%,1500,-
3-Jun-25,LIMT,Limuru Tea Plc,295,385,320,320,320,320,-,-,-,-
3-Jun-25,SASN,Sasini Plc,13.3,20.4,14,14.5,14,13.75,0.25,1.82%,39500,-
3-Jun-25,WTK,Williamson Tea Kenya Plc,174,350,205.5,205.5,205.5,200.5,5,2.49%,3300,-
3-Jun-25,CGEN,Car and General (K) Ltd,19.5,56.75,20,22,20.4,22,-1.6,-7.27%,500,-
3-Jun-25,ABSA,ABSA Bank Kenya Plc,14.55,24.85,18.1,18.5,18.2,18.3,-0.1,-0.55%,382600,-
3-Jun-25,BKG,BK Group Plc,28.75,43.5,33.05,37,35.35,35,0.35,1.00%,12500,-
3-Jun-25,COOP,Co-operative Bank of Kenya Ltd,13.5,22,15.35,15.7,15.45,15.5,-0.05,-0.32%,215100,-
3-Jun-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,109.25,71.75,75,72,72,-,-,67900,-
3-Jun-25,EQTY,Equity Group Holdings Plc,41.2,68,41.2,43,42.5,43.05,-0.55,-1.28%,3561600,-
3-Jun-25,HFCK,HF Group Ltd,3.32,11.4,6.78,7,6.82,6.64,0.18,2.71%,118600,-
3-Jun-25,IMH,I & M Holdings Plc,27.9,45,33.95,34,34,34,-,-,24500,-
3-Jun-25,KCB,KCB Group Plc,35,62,42.2,44,43.4,42.1,1.3,3.09%,788600,-
3-Jun-25,NCBA,NCBA Group Plc,40,100,54,56,55,54.5,0.5,0.92%,230100,-
3-Jun-25,SBIC,Stanbic Holdings Plc,125,202.5,152,166,152.5,152.75,-0.25,-0.16%,99700,-
3-Jun-25,SCBK,Standard Chartered Bank Kenya Ltd,228,347.5,266,278,268.25,268.5,-0.25,-0.09%,54100,-
3-Jun-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
3-Jun-25,EVRD,Eveready East Africa Ltd,0.75,1.62,0.88,0.9,0.9,0.86,0.04,4.65%,17000,-
3-Jun-25,XPRS,Express Kenya Plc,2.8,10,2.8,3.42,2.9,3.11,-0.21,-6.75%,2500,-
3-Jun-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
3-Jun-25,KQ,Kenya Airways Plc,1.56,9.18,4.4,4.55,4.5,4.54,-0.04,-0.88%,393400,-
3-Jun-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.56,2.56,2.56,2.56,-,-,500,-
3-Jun-25,NBV,Nairobi Business Ventures Ltd,1.5,2.31,1.95,1.95,1.95,1.91,0.04,2.09%,300,-
3-Jun-25,NMG,Nation Media Group Plc,10.05,15.5,11,11.4,11.05,11.45,-0.4,-3.49%,30700,-
3-Jun-25,SMER,Sameer Africa Plc,2.11,17,3.02,3.19,3.07,3.01,0.06,1.99%,9000,-
3-Jun-25,SGL,Standard Group Plc,4.5,7.14,6,6.24,6.14,6.24,-0.1,-1.60%,500,-
3-Jun-25,TPSE,TPS Eastern Africa (Serena) Ltd,12.35,18.7,14.1,15,14.7,14.1,0.6,4.26%,1600,-
3-Jun-25,UCHM,Uchumi Supermarket Plc,0.16,0.44,0.24,0.27,0.25,0.26,-0.01,-3.85%,861700,-
3-Jun-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.65,2.68,2.66,2.68,-0.02,-0.75%,700,-
3-Jun-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
3-Jun-25,BAMB,Bamburi Cement Ltd,47,68,47.2,47.2,47.2,47.2,-,-,-,-
3-Jun-25,CRWN,Crown Paints Kenya Plc,29,62,41,42.5,41.4,40,1.4,3.50%,2600,-
3-Jun-25,CABL,East African Cables Plc,0.98,3.27,1.4,1.63,1.6,1.49,0.11,7.38%,6700,-
3-Jun-25,PORT,East African Portland Cement Ltd,24.5,64.25,28,28.2,28.2,28,0.2,0.71%,4900,-
3-Jun-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.55,4.93,5.2,5,4.95,0.05,1.01%,3359100,-
3-Jun-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
3-Jun-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
3-Jun-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,7.74,8.16,8.02,7.84,0.18,2.30%,1354400,-
3-Jun-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,23,24.95,23.05,24.35,-1.3,-5.34%,196200,-
3-Jun-25,UMME,Umeme Ltd,6.86,24.75,15.65,15.65,15.65,15.65,-,-,-,-
3-Jun-25,BRIT,Britam Holdings Plc,5.4,9.4,6.7,6.98,6.7,6.7,-,-,1609800,-
3-Jun-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.6,2.89,2.76,2.71,0.05,1.85%,55300,-
3-Jun-25,JUB,Jubilee Holdings Ltd,161,335.5,205,220,219.75,227,-7.25,-3.19%,71300,-
3-Jun-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.7,1.98,1.83,1.85,-0.02,-1.08%,4432500,-
3-Jun-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,11,11.55,11.1,11.55,-0.45,-3.90%,153200,-
3-Jun-25,SLAM,Sanlam Kenya Plc,3.9,11,7.2,7.5,7.38,7.04,0.34,4.83%,1800,-
3-Jun-25,CTUM,Centum Investment Company Plc,9.22,16.5,11.5,11.9,11.6,11.8,-0.2,-1.69%,15500,-
3-Jun-25,HAFR,Home Afrika Ltd,0.3,1.83,0.56,0.62,0.59,0.62,-0.03,-4.84%,225900,-
3-Jun-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
3-Jun-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.45,3.6,3.49,3.83,-0.34,-8.88%,400,-
3-Jun-25,TCL,Trans-Century Plc,0.35,1.78,1.2,1.25,1.24,1.22,0.02,1.64%,206500,-
3-Jun-25,NSE,Nairobi Securities Exchange Plc,5.5,16.75,6.5,7.6,7.5,6.92,0.58,8.38%,7134700,-
3-Jun-25,AMAC,Africa Mega Agricorp Plc,51,80,56,56,56,56,-,-,-,-
3-Jun-25,BOC,BOC Kenya Plc,76,150,80.5,81,80.75,83.5,-2.75,-3.29%,300,-
3-Jun-25,BAT,British American Tobacco Kenya Plc,345,450.75,345,349.5,346.75,346.75,-,-,10900,-
3-Jun-25,CARB,Carbacid Investments Plc,16.25,30.1,19,19.75,19.15,19.5,-0.35,-1.79%,40100,-
3-Jun-25,EABL,East African Breweries Ltd,162.25,244,173,183,174,179.5,-5.5,-3.06%,11100,-
3-Jun-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.17,1.2,1.17,1.18,-0.01,-0.85%,6900,-
3-Jun-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
3-Jun-25,UNGA,Unga Group Ltd,14.4,28.25,22,22,22,22,-,-,-,-
3-Jun-25,SCOM,Safaricom Plc,14.1,31,20.4,20.65,20.45,20.6,-0.15,-0.73%,5561500,-
3-Jun-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
3-Jun-25,GLD,ABSA NewGold ETF,3000,9800,3910,3910,3910,3910,-,-,-,-
3-Jun-25,^N10I,NSE 10-Share Index,1170.1,1910.77,1340.72,1340.72,1340.72,1348.15,-7.43,-0.55%,-,-
3-Jun-25,^N20I,NSE 20-Share Index,1823.17,3116.69,2180.68,2180.68,2180.68,2183.46,-2.78,-0.13%,-,-
3-Jun-25,^N25I,NSE 25-Share Index,3063.32,4998.39,3518.92,3518.92,3518.92,3535.41,-16.49,-0.47%,-,-
3-Jun-25,^NASI,NSE All-Share Index,110.65,188.29,133.71,133.71,133.71,134.21,-0.5,-0.37%,-,-
3-Jun-25,^NBDI,NSE Bonds Index,1014.94,1197.84,1155.58,1155.58,1155.58,1153.1,2.48,0.22%,-,-
3-Jun-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,3957.32,2704.33,2704.33,2704.33,2707.56,-3.23,-0.12%,-,-
3-Jun-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2638.22,1801.49,1801.49,1801.49,1804.34,-2.85,-0.16%,-,-
4-Jun-25,EGAD,Eaagads Ltd,10.8,24.1,12.45,12.45,12.45,12.45,-,-,-,-
4-Jun-25,KUKZ,Kakuzi Plc,365,440,365,365,365,365,-,-,-,-
4-Jun-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,220,220,220,221.75,-1.75,-0.79%,300,-
4-Jun-25,LIMT,Limuru Tea Plc,295,423.5,320,320,320,320,-,-,-,-
4-Jun-25,SASN,Sasini Plc,13.3,20.4,14,14,14,14,-,-,6500,-
4-Jun-25,WTK,Williamson Tea Kenya Plc,160,350,205,205.5,205.5,205.5,-,-,2500,-
4-Jun-25,CGEN,Car and General (K) Ltd,19.5,63,20.5,20.5,20.5,20.4,0.1,0.49%,200,-
4-Jun-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,17.95,18.2,18.1,18.2,-0.1,-0.55%,130300,-
4-Jun-25,BKG,BK Group Plc,28.75,43.5,35.35,35.8,35.75,35.35,0.4,1.13%,2200,-
4-Jun-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,15.3,15.6,15.45,15.45,-,-,111400,-
4-Jun-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,70,74,72,72,-,-,164200,-
4-Jun-25,EQTY,Equity Group Holdings Plc,41.2,71,42.8,45,44.05,42.5,1.55,3.65%,544800,-
4-Jun-25,HFCK,HF Group Ltd,3.32,11.4,6.4,7,6.52,6.82,-0.3,-4.40%,25900,-
4-Jun-25,IMH,I & M Holdings Plc,28,46.2,34,34.45,34,34,-,-,1456600,-
4-Jun-25,KCB,KCB Group Plc,35,72.5,42.5,43.7,43,43.4,-0.4,-0.92%,476800,-
